patch_id,max_abs_diff_z,max_abs_diff_obj,abs_diff_residual,baseline_iters,opt_iters,iter_match,baseline_accepted,opt_accepted,accepted_match,baseline_stop,opt_stop,stop_match
20,1.998e-15,1.772e-12,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
21,1.604e-14,2.385e-12,3.553e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
22,8.882e-16,5.356e-13,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
23,2.665e-15,7.105e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
24,3.553e-15,1.066e-14,1.332e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
25,2.365e-14,4.235e-12,3.886e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
26,1.776e-15,7.994e-15,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
27,4.036e-14,3.519e-11,2.998e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
28,1.776e-15,2.665e-15,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
29,1.332e-15,5.240e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
30,2.665e-15,3.189e-13,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
31,2.332e-13,6.102e-10,7.605e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
32,1.943e-15,9.619e-13,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
33,1.110e-15,6.377e-13,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
34,2.665e-15,1.776e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
35,4.441e-15,1.563e-13,8.882e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
36,2.665e-15,2.460e-13,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
37,2.776e-15,1.315e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
38,1.776e-15,2.576e-14,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
39,4.441e-15,5.489e-13,1.776e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
40,3.664e-15,7.560e-12,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
41,4.441e-15,1.618e-12,1.332e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
42,7.661e-15,1.116e-12,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
43,8.882e-16,4.441e-15,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
44,5.329e-15,4.174e-14,1.443e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
45,2.723e-14,3.820e-11,7.883e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
46,7.216e-16,1.297e-13,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
47,4.219e-15,2.576e-14,1.332e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
48,3.331e-16,4.086e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
49,6.217e-15,2.753e-14,2.442e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
50,3.109e-15,3.837e-13,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
51,2.442e-15,1.936e-13,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
52,1.776e-15,1.954e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
53,6.661e-16,4.441e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
54,4.441e-16,4.769e-12,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
55,4.441e-16,1.865e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
56,4.441e-15,1.581e-12,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
57,2.323e-12,5.006e-10,2.300e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
58,4.441e-15,3.638e-12,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
59,2.665e-15,1.066e-14,3.886e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
60,8.882e-16,1.776e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
61,3.997e-15,2.152e-12,3.886e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
62,2.056e-13,1.786e-10,8.993e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
63,3.553e-15,1.262e-11,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
64,1.308e-12,5.061e-10,1.847e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
65,8.882e-16,1.613e-12,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
66,1.388e-15,1.776e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
67,2.887e-15,1.387e-12,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
68,5.551e-16,7.194e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
69,3.553e-15,2.665e-15,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
70,1.024e-13,3.900e-10,1.898e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
71,2.442e-15,2.069e-12,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
72,1.776e-15,4.110e-12,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
73,6.911e-15,1.270e-13,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
74,8.882e-16,2.487e-14,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
75,8.882e-16,2.665e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
76,7.508e-14,2.495e-12,9.215e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
77,1.495e-13,2.041e-10,2.143e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
78,8.882e-16,2.665e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
79,2.220e-16,2.931e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
80,1.776e-15,2.665e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
81,8.882e-16,1.776e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
82,8.382e-15,6.067e-12,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
83,1.166e-15,4.077e-13,6.106e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
84,3.144e-13,9.017e-11,7.339e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
85,8.882e-16,2.238e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
86,5.035e-14,1.462e-10,9.215e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
87,8.882e-16,1.590e-13,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
88,6.634e-15,2.665e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
89,1.310e-14,1.147e-11,2.665e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
90,3.553e-15,1.297e-13,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
91,4.441e-15,1.421e-14,1.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
92,2.864e-14,2.614e-11,5.884e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
93,3.442e-15,1.761e-12,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
94,1.776e-15,7.994e-15,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
95,3.064e-14,3.754e-11,1.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
96,3.553e-15,9.504e-13,1.110e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
97,3.769e-14,3.126e-13,5.551e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
98,8.882e-16,6.217e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
99,2.665e-15,2.813e-12,8.882e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
100,8.882e-16,2.194e-13,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
101,2.354e-14,3.707e-11,7.661e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
102,1.332e-15,3.553e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
103,4.441e-15,9.051e-13,9.992e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
104,1.680e-13,2.369e-10,1.044e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
105,3.821e-12,1.482e-09,5.738e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
106,6.661e-16,3.908e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
107,9.770e-15,9.310e-12,2.776e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
108,2.043e-14,9.515e-12,1.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
109,4.441e-15,8.882e-15,1.110e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
110,2.665e-15,9.770e-15,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
111,3.553e-15,2.309e-14,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
112,8.882e-16,2.665e-15,5.551e-17,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
113,5.150e-19,1.776e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
114,8.349e-14,5.030e-10,9.215e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
115,8.882e-16,1.066e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
116,3.477e-13,1.930e-10,3.086e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
117,8.882e-16,6.630e-12,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
118,8.856e-12,8.616e-10,1.024e-12,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
119,1.137e-13,3.620e-11,6.550e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
120,3.201e-13,3.617e-10,2.365e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
121,8.882e-16,3.553e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
122,2.265e-12,1.014e-09,1.796e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
123,8.882e-16,9.770e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
124,6.217e-15,3.752e-12,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
125,5.551e-16,2.220e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
126,3.664e-15,7.914e-13,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
127,3.963e-14,3.506e-11,2.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
128,1.221e-15,1.377e-13,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
129,1.332e-15,2.904e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
130,3.553e-15,2.549e-13,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
131,7.772e-15,9.539e-13,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
132,3.109e-15,6.395e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
133,4.441e-16,1.776e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
134,3.770e-13,9.540e-12,2.331e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
135,4.879e-19,1.776e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
136,2.220e-15,7.193e-12,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
137,5.773e-15,1.451e-12,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
138,3.997e-15,4.152e-12,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
139,1.332e-15,6.217e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
140,1.228e-13,6.268e-12,3.109e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
141,1.288e-13,1.453e-10,3.886e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
142,1.461e-13,1.951e-10,4.552e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
143,7.150e-14,2.663e-10,2.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
144,2.438e-13,5.440e-11,6.439e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
145,1.110e-14,3.389e-11,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
146,4.174e-14,9.535e-12,9.992e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
147,1.332e-15,1.776e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
148,3.020e-14,1.265e-11,1.110e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
149,4.441e-16,4.974e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
150,2.220e-15,9.770e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
151,1.998e-15,6.066e-13,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
152,8.882e-16,7.816e-14,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
153,2.220e-16,1.155e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
154,1.861e-13,2.315e-10,4.996e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
155,3.952e-13,4.431e-10,9.881e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
156,8.216e-15,1.170e-12,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
157,1.399e-14,3.430e-10,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
158,1.776e-15,2.576e-14,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
159,1.665e-15,4.441e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
160,1.776e-15,2.665e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
161,1.665e-15,6.217e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
162,1.588e-13,1.420e-10,1.232e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
163,1.776e-15,3.553e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
164,3.553e-15,3.988e-13,8.882e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
165,7.194e-14,2.230e-10,1.943e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
166,8.882e-16,3.553e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
167,4.441e-15,3.109e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
168,8.882e-16,4.619e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
169,1.776e-15,8.882e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
170,1.157e-13,1.189e-10,5.662e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
171,8.882e-16,2.567e-13,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
172,8.882e-16,5.329e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
173,4.441e-15,1.155e-14,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
174,9.992e-16,1.865e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
175,8.882e-16,2.043e-14,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
176,8.327e-16,5.329e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
177,2.387e-15,1.830e-13,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
178,8.021e-14,6.362e-11,2.442e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
179,3.053e-15,6.199e-13,8.882e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
180,6.217e-15,2.785e-11,1.887e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
181,3.553e-15,5.329e-15,1.443e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
182,2.665e-15,2.931e-14,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
183,4.036e-14,1.338e-10,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
184,1.776e-15,6.199e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
185,1.776e-15,1.776e-14,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
186,1.483e-13,7.043e-11,1.776e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
187,9.381e-15,7.466e-11,2.776e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
188,3.592e-14,7.042e-11,2.554e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
189,1.776e-15,6.217e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
190,1.776e-15,3.553e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
191,2.404e-14,3.105e-11,3.109e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
192,1.055e-15,6.803e-13,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
193,8.882e-16,1.954e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
194,1.443e-15,1.688e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
195,2.665e-15,1.439e-13,1.332e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
196,1.776e-15,1.155e-14,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
197,4.441e-15,1.109e-12,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
198,1.554e-15,1.066e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
199,5.718e-15,5.964e-12,1.776e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
200,1.998e-15,1.005e-12,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
201,2.665e-15,1.332e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
202,1.776e-15,2.665e-14,6.661e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
203,3.136e-14,1.905e-11,7.105e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
204,9.992e-16,1.073e-11,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
205,1.776e-15,1.403e-13,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
206,1.549e-14,8.483e-12,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
207,2.331e-15,7.994e-15,1.443e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
208,8.882e-16,6.928e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
209,2.665e-15,9.326e-14,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
210,3.236e-12,1.512e-10,1.215e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
211,1.776e-15,3.997e-14,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
212,1.332e-15,3.355e-12,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
213,8.216e-14,7.670e-11,4.219e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
214,4.508e-13,1.935e-09,4.607e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
215,8.882e-16,9.770e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
216,1.776e-15,2.665e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
217,8.349e-14,1.837e-11,5.440e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
218,1.301e-13,1.018e-10,8.771e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
219,8.882e-16,3.553e-15,1.665e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
220,1.332e-15,3.997e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
221,1.221e-12,3.432e-10,6.228e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
222,2.665e-15,1.437e-12,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
223,1.776e-15,5.485e-12,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
224,4.349e-14,2.051e-12,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
225,4.885e-15,1.944e-11,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
226,8.882e-16,7.994e-15,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
227,9.992e-16,1.510e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
228,7.772e-16,2.665e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
229,1.776e-15,2.665e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
230,2.665e-15,1.155e-14,9.992e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
231,8.882e-16,1.865e-14,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
232,9.992e-16,1.155e-14,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
233,1.776e-15,3.419e-13,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
234,1.138e-15,3.730e-13,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
235,1.776e-15,7.105e-15,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
236,2.665e-15,2.753e-14,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
237,2.665e-15,1.776e-15,4.441e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
238,7.250e-14,1.436e-10,1.232e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
239,2.498e-16,2.665e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
240,5.225e-13,3.748e-10,1.940e-13,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
241,8.882e-16,1.776e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
242,2.220e-16,6.217e-15,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
243,2.665e-15,5.329e-15,5.551e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
244,3.136e-14,6.997e-11,3.331e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
245,1.998e-15,1.487e-12,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
246,4.441e-15,8.171e-14,1.443e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
247,8.882e-16,1.243e-14,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
248,1.443e-15,1.776e-15,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
249,2.665e-15,2.665e-15,1.221e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
250,3.365e-13,2.682e-10,2.953e-14,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
251,8.216e-15,1.490e-11,1.110e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
252,5.551e-16,2.842e-14,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
253,2.665e-15,8.882e-15,8.882e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
254,1.266e-14,6.000e-11,1.998e-15,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
255,1.776e-15,1.776e-15,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
256,3.497e-15,6.040e-14,7.772e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
257,2.209e-14,1.326e-11,2.220e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
258,9.437e-16,1.243e-14,0.000e+00,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
259,1.776e-15,1.155e-14,3.331e-16,150,150,True,150,150,True,max_iter_reached,max_iter_reached,True
